epoch,negative_elbo
1,413.61669029471966
2,404.10534866642416
epoch,negative_elbo
1,414.1968368807114
2,404.0224102919995
3,402.53681465401337
4,401.9360564241033
5,401.73994046824976
6,401.6252035916551
7,401.5621425176761
8,401.4926508981874
9,401.4241018712584
10,401.39656075036896
11,401.37647275812725
