epoch,negative_elbo
1,342.8979314358283
2,336.5464675235647
3,336.0224486262465
4,334.1706103932514
5,333.42314849820946
6,331.89645499735275
7,331.07798029391716
8,330.5386948234371
9,330.23538318743954
10,330.06081492160405
11,329.9321436276431
12,329.8760957667006
13,329.82498390417595
14,329.81273521659466
15,329.76392754521163
16,329.76737932105453
